(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
(1 2 4 5 3 1) 15.2267720 0.0656738
