5486,0,15,116,15,0,61,14,212,4,
2,6534,44,53,1,0,15,10,56,27,
52,60,4684,687,115,0,164,47,125,24,
34,11,258,5153,5,0,35,128,441,66,
4,16,28,2,4583,0,117,6,30,1056,
218,34,57,270,30,0,305,29,4312,166,
38,16,35,2,106,0,5540,1,180,0,
19,43,105,98,38,0,2,5234,13,713,
17,156,73,546,24,0,228,6,4643,158,
25,15,5,27,187,0,18,73,163,5436,
0.3,0.3,100,5
