5605,0,15,61,8,8,57,13,156,0,
6,6561,40,21,7,1,16,13,66,11,
69,35,4837,513,62,1,170,98,161,12,
36,5,243,5232,1,4,26,82,458,44,
21,27,16,3,5096,0,98,31,36,514,
163,11,43,130,17,24,253,12,4698,70,
55,8,13,2,49,0,5597,7,187,0,
16,30,22,77,36,1,2,5896,10,175,
24,56,35,151,19,7,231,12,5212,104,
32,23,1,18,236,0,10,116,136,5377,
0.3,0.3,100,5
