10890,2,54,76,67,338,126,236,44,13,
5,12640,162,99,12,51,19,109,345,42,
135,482,9011,353,104,347,464,212,776,32,
90,88,502,9638,84,875,42,179,676,88,
14,10,51,19,10116,99,270,185,45,875,
193,32,240,628,289,8509,78,76,747,50,
64,37,412,1,249,306,10545,119,100,3,
36,227,38,116,337,6,40,11169,208,353,
40,353,138,462,197,2158,57,223,8036,38,
48,7,10,262,2570,161,21,1023,87,7709,
0.3,0.3,2,5
