5774,2,0,50,12,0,60,1,0,24,
90,6575,0,34,2,0,11,13,0,17,
4798,156,0,572,84,0,213,29,0,106,
1546,43,0,4372,3,0,20,73,0,74,
92,25,0,1,4895,0,109,22,0,698,
4660,86,0,305,30,0,167,11,0,162,
473,45,0,2,68,0,5329,0,0,1,
115,73,0,153,80,0,3,5020,0,821,
5267,316,0,80,13,0,47,2,0,126,
219,36,0,38,75,0,6,168,0,5407,
0.3,0.3,100,4
