5900,0,0,6,5,1,3,1,4,3,
1,6708,11,8,2,0,0,2,8,2,
4,1,5918,8,9,2,0,10,6,0,
0,3,12,6055,3,11,1,25,12,9,
3,3,3,0,5817,4,5,2,3,2,
6,2,7,3,7,5376,4,3,3,10,
8,1,1,1,2,5,5896,0,4,0,
2,4,14,3,6,1,2,6224,3,6,
8,1,6,6,4,3,8,0,5812,3,
10,2,4,6,7,10,0,13,7,5890,
0.3,0.3,100,49
