5850,0,3,4,10,8,8,4,32,4,
2,6623,26,24,8,4,0,16,36,3,
61,32,5546,35,67,11,23,102,71,10,
40,18,65,5726,5,76,10,61,107,23,
24,23,4,3,5627,2,17,16,13,113,
54,20,15,85,19,5080,53,11,60,24,
77,23,8,2,39,44,5677,0,48,0,
15,28,15,12,37,4,1,6076,9,68,
40,56,17,58,29,27,17,14,5568,25,
50,20,4,82,133,36,1,70,58,5495,
0.3,0.3,100,49
